objective_1,objective_2,objective_3,objective_4
-49.14712066650391,46.414681965491035,-0.7819156348705292,-1.4320113778114318
-42.076473236083984,1.898348546773195,-3.3992127776145935,-40.77917654514313
-16.690881156921385,34.23878261325372,-34.16250426322222,-9.566899707913398
-40.6525260925293,-5.272384243179113,-0.953217989206314,-1.6672247111797334
-41.038988494873045,64.68842658281793,-15.602054923772812,-21.330056697130203
-42.76509475708008,16.11784723564051,-5.725580638647079,-27.170685571432113
-17.058619733154774,-55.60592575545395,-35.48784967905376,-5.849212557077408
-17.682363414764403,-56.73137033170788,-44.704081951081754,-4.5613145008683205
-18.8605628490448,34.81603341505719,-25.544486187398434,-9.56014716476202
-18.113214111328126,58.56560751065473,-32.56253807246685,-34.82760530161322
-17.322463035583496,-35.06367167631771,-43.89526895582676,-5.620945799350738
-38.67852363586426,52.839613006263974,-9.28235495388508,-10.808183866739274
-16.653224658966064,-51.78772039397154,-47.46068721041083,-6.122597892582417
-43.95282974243164,84.14950041116681,-11.780151736736295,-26.7120732486248
-12.642998027801514,-66.71973580164126,-44.32447066903114,-6.907797050476074
-17.696304702758788,-19.80720237023197,-37.792639850080015,-6.761493802070618
-18.6935022354126,-63.881744979252105,-42.14474765956402,-3.923496609926224
-18.622334480285645,-51.415497913723605,-35.612326136231424,-7.143100163340568
-14.90661027431488,-68.75960261479341,-46.92738510891795,-3.644666574895382
-16.63707504272461,-132.3728048333316,-46.55181027799845,-5.408522212505341
-44.755715942382814,54.650702224927954,-8.526427644491196,-9.457710927724838
-35.58490409851074,66.07778397220537,-13.9874340698123,-38.73687822967768
-45.44918670654297,77.50951956055651,-3.031294971704483,-35.351769405603406
-30.880746936798097,68.99764788041787,-18.539094804227354,-11.444524876773356
-7.800930611044168,-16.907493580926975,-54.91523704698193,-9.478064846538471
-28.677588653564452,58.933252674093694,-18.030924725532532,-11.460038059949875
-42.93524398803711,59.09388810992241,-11.183568197488786,-12.728713065385818
-35.97984044551849,53.39180147897756,-10.113080203533173,-8.449984968267382
-40.59489974975586,60.972676039882934,-12.04992973804474,-32.76074751615524
-43.46854782104492,53.72456544875168,-3.611100488901138,-40.004398769140245
-13.578155434131622,81.34011127784663,-41.06589465662837,-29.58068323180705
-13.841769409179689,71.37826795420814,-38.01186175346375,-33.55213531366171
-16.769691625237463,25.868721951459587,-29.05954795517027,-34.18475661544362
1.4083848953247071,69.81868230396724,-42.44936282988783,-44.06181262200844
0.9612996101379394,71.80713047119075,-44.72069819230819,-34.551490255726094
-44.59545745849609,-6.915165050793439,-0.6786134719848633,-3.113687610626221
-18.905931091308595,40.4340517730095,-32.06041098684072,-36.52509423855663
-33.2186767578125,64.15067140807838,-13.34940311908722,-10.700075376033784
-47.76738662719727,77.70039406956639,-7.98867312669754,-8.33136516213417
0.0,72.62142944307797,-43.42927507534623,-35.146178938176305
-47.326803588867186,73.58922605868429,-8.693022018671035,-11.293074697256088
-32.59354476928711,53.51455817248207,-15.515456596016884,-37.698424181342126
-33.742518997192384,71.47510516169504,-18.003620196133852,-38.251598987944455
-42.17657814025879,90.9636483862996,-13.61464900970459,-9.580275237560272
-40.39848699569702,59.98074309578129,-12.07688266877085,-31.082828947715463
3.243288656324148,75.47271766016061,-45.74057248355821,-35.67411771948173
-44.18031387329101,22.496455574873835,0.0,-19.63080958724022
-51.62425765991211,87.97066849609837,-2.8467210650444033,-11.790294575691224
-37.55011652708053,64.77494742849159,-17.20307075753808,-27.617237204127015
-44.77061538696289,54.47627290209057,-5.743538600206375,-11.039611214399338
-30.918694531917573,69.51488468083907,-18.059919682890175,-39.27144521355221
-44.76814727783203,-13.96061489947606,-1.164530873298645,-1.5983708083629609
-44.808837890625,29.860955179319717,0.0,0.0
-41.50352668762207,-30.117021901067343,0.0,0.0
-56.986013412475586,79.67166989576072,-0.2763417363166809,-8.001678943634033
-44.73111152648926,53.94759246497415,0.0,-12.145035609602928
-45.18294143676758,71.85835969692562,-0.2064748406410217,-7.059799462556839
-52.444828033447266,66.82829799508909,0.0,-12.388382613658903
5.830689430236816,66.95086232894343,-34.86228193342686,-11.47515308111906
-40.62614440917969,68.82080582005437,-12.126378804445268,-32.36592575907707
-43.16151237487793,69.06733787991107,-6.4685816168785095,-31.72297929227352
-42.01581382751465,79.04938418313395,-8.931066855788231,-34.84542469680309
-19.535245895385746,83.68785981810652,-18.260525554418564,-23.06243570148945
-56.39051818847656,111.4395739948377,0.0,-11.729846686124802
-43.70858192443848,72.70789690787205,-3.064031302928925,-24.97314876317978
-45.39240837097168,73.48046642914414,-3.085321381688118,-32.94780062139034
-49.73378372192383,79.0409195437096,0.0,-13.82400369644165
-14.523626327514648,19.390176127658908,-14.123401641845703,-10.807342514395714
-50.14535331726074,88.48128851456568,0.0,-17.590962633490562
-47.525264739990234,88.2051658051787,-5.138458758592606,-27.16452878713608
-41.370073318481445,69.82801353733521,-6.6838011890649796,-24.816722452640533
-53.22199058532715,95.4380094378721,-0.5,-26.054604917764664
-16.666741371154785,-73.11893592137494,-35.8836083561182,-4.168991416692734
-19.63721990585327,52.76633260467843,-7.420024678111076,0.0
-59.30862045288086,70.07445026329515,0.0,-11.29295653104782
-54.14283561706543,103.3860906304908,-4.993129104375839,-20.19241112470627
